date,store,item,price,promotion,inventory,sales
2022-01-02,3,13,202.94,0,69,35
2022-01-02,3,14,292.28,1,91,47
2022-01-02,3,15,284.08,0,127,42
2022-01-02,3,16,441.54,0,87,38
2022-01-02,3,17,133.46,0,101,43
2022-01-02,3,18,73.71,0,122,41
2022-01-02,3,19,332.38,0,65,41
2022-01-02,3,20,51.51,0,113,49
2022-01-02,4,1,179.26,0,63,19
2022-01-02,4,2,459.65,0,119,21
2022-01-02,4,3,222.95,0,77,21
2022-01-02,4,4,90.23,0,118,29
2022-01-02,4,5,447.89,1,82,38
2022-01-02,4,6,79.24,0,121,30
2022-01-02,4,7,342.34,1,132,39
2022-01-02,4,8,222.84,0,101,41
2022-01-02,4,9,400.81,0,96,30
2022-01-02,4,10,283.22,0,72,33
2022-01-02,4,11,128.25,1,130,49
2022-01-02,4,12,453.85,1,74,42
2022-01-02,4,13,291.64,0,73,43
2022-01-02,4,14,169.52,1,103,55
2022-01-02,4,15,480.04,1,109,50
2022-01-02,4,16,380.85,1,150,52
2022-01-02,4,17,363.07,0,97,41
2022-01-02,4,18,357.47,0,128,40
2022-01-02,4,19,77.68,1,132,55
2022-01-02,4,20,347.95,0,108,49
2022-01-02,5,1,170.16,0,84,25
2022-01-02,5,2,120.8,0,93,26
2022-01-02,5,3,426.66,0,112,30
2022-01-02,5,4,135.15,0,56,32
2022-01-02,5,5,442.33,1,83,34
2022-01-02,5,6,50.5,1,55,34
2022-01-02,5,7,278.36,1,75,39
2022-01-02,5,8,219.51,0,115,32
2022-01-02,5,9,400.93,0,127,34
2022-01-02,5,10,428.05,0,79,32
2022-01-02,5,11,469.41,0,116,33
2022-01-02,5,12,80.31,0,66,37
2022-01-02,5,13,76.06,0,117,46
2022-01-02,5,14,61.06,0,66,36
2022-01-02,5,15,217.33,1,93,48
2022-01-02,5,16,260.84,0,67,44
2022-01-02,5,17,253.12,0,92,44
2022-01-02,5,18,427.98,0,107,41
2022-01-02,5,19,344.53,0,83,43
2022-01-02,5,20,435.81,1,77,52
2022-01-02,6,1,249.03,0,77,20
2022-01-02,6,2,145.9,0,104,21
2022-01-02,6,3,371.72,1,75,29
2022-01-02,6,4,133.49,1,81,45
2022-01-02,6,5,119.15,0,125,35
2022-01-02,6,6,109.06,0,92,20
2022-01-02,6,7,485.38,1,135,38
2022-01-02,6,8,323.29,0,55,27
2022-01-02,6,9,271.22,0,55,34
2022-01-02,6,10,189.66,0,128,32
2022-01-02,6,11,259.07,0,89,32
2022-01-02,6,12,362.74,0,96,44
2022-01-02,6,13,458.52,1,112,52
2022-01-02,6,14,494.0,0,94,43
2022-01-02,6,15,267.06,0,97,38
2022-01-02,6,16,196.91,0,58,37
2022-01-02,6,17,447.14,0,94,37
2022-01-02,6,18,360.26,0,74,40
2022-01-02,6,19,125.37,0,132,46
2022-01-02,6,20,317.65,1,147,55
2022-01-02,7,1,293.58,0,96,27
2022-01-02,7,2,402.54,0,53,27
2022-01-02,7,3,298.85,0,54,32
2022-01-02,7,4,123.8,0,63,30
2022-01-02,7,5,77.16,0,91,27
2022-01-02,7,6,198.06,0,93,29
2022-01-02,7,7,405.36,0,121,32
2022-01-02,7,8,152.8,0,117,42
2022-01-02,7,9,342.65,1,118,45
2022-01-02,7,10,165.96,0,126,31
2022-01-02,7,11,482.35,0,97,41
2022-01-02,7,12,216.97,0,76,37
2022-01-02,7,13,294.49,0,134,49
2022-01-02,7,14,406.83,0,100,42
2022-01-02,7,15,316.56,0,81,47
2022-01-02,7,16,399.2,0,109,48
2022-01-02,7,17,487.13,0,105,45
2022-01-02,7,18,441.84,0,77,44
2022-01-02,7,19,211.66,0,89,42
2022-01-02,7,20,345.53,0,133,49
2022-01-02,8,1,108.89,0,55,25
2022-01-02,8,2,248.91,1,134,35
2022-01-02,8,3,201.65,0,65,26
2022-01-02,8,4,476.86,0,110,34
2022-01-02,8,5,125.43,0,92,29
2022-01-02,8,6,438.9,0,65,40
2022-01-02,8,7,100.36,0,88,32
2022-01-02,8,8,67.7,1,96,42
2022-01-02,8,9,470.24,0,132,35
2022-01-02,8,10,228.82,0,90,28
2022-01-02,8,11,195.41,0,113,38
2022-01-02,8,12,269.98,0,103,40
2022-01-02,8,13,106.58,0,67,40
2022-01-02,8,14,92.26,1,79,52
2022-01-02,8,15,155.55,0,78,42
2022-01-02,8,16,439.07,1,149,54
2022-01-02,8,17,407.98,0,95,45
2022-01-02,8,18,227.24,0,137,49
2022-01-02,8,19,206.86,0,130,48
2022-01-02,8,20,233.11,1,123,56
2022-01-02,9,1,90.72,0,46,23
2022-01-02,9,2,413.53,0,58,26
2022-01-02,9,3,246.01,0,100,27
2022-01-02,9,4,197.77,0,114,30
2022-01-02,9,5,228.28,0,79,27
2022-01-02,9,6,217.96,0,101,38
2022-01-02,9,7,314.18,0,120,35
2022-01-02,9,8,220.9,0,75,30
2022-01-02,9,9,431.23,1,72,38
2022-01-02,9,10,297.24,0,102,37
2022-01-02,9,11,479.99,0,131,37
2022-01-02,9,12,138.72,0,73,41
2022-01-02,9,13,95.64,0,105,34
2022-01-02,9,14,468.32,0,88,41
2022-01-02,9,15,190.09,0,117,49
2022-01-02,9,16,420.43,1,152,58
2022-01-02,9,17,436.74,0,125,43
2022-01-02,9,18,305.29,0,110,49
2022-01-02,9,19,241.04,1,128,62
2022-01-02,9,20,320.73,1,92,52
2022-01-02,10,1,152.64,1,96,35
2022-01-02,10,2,209.04,1,74,29
2022-01-02,10,3,185.93,0,89,31
2022-01-02,10,4,92.99,0,87,32
2022-01-02,10,5,240.78,0,81,29
2022-01-02,10,6,93.07,0,97,30
2022-01-02,10,7,153.61,0,128,36
2022-01-02,10,8,317.51,0,74,30
2022-01-02,10,9,111.4,1,100,42
2022-01-02,10,10,57.12,0,87,44
2022-01-02,10,11,96.85,0,99,41
2022-01-02,10,12,169.2,0,101,46
2022-01-02,10,13,195.52,0,126,39
2022-01-02,10,14,424.34,0,117,38
2022-01-02,10,15,155.17,1,128,59
2022-01-02,10,16,153.87,0,122,45
2022-01-02,10,17,351.27,0,102,53
2022-01-02,10,18,311.21,0,126,49
2022-01-02,10,19,128.89,1,156,57
2022-01-02,10,20,240.21,0,127,53
2022-01-03,1,1,206.41,0,58,23
2022-01-03,1,2,103.92,0,46,22
2022-01-03,1,3,395.87,0,113,24
2022-01-03,1,4,404.56,0,68,17
2022-01-03,1,5,421.73,0,58,25
2022-01-03,1,6,152.31,0,112,27
2022-01-03,1,7,205.84,0,111,25
2022-01-03,1,8,251.24,0,106,19
2022-01-03,1,9,122.79,1,113,34
2022-01-03,1,10,143.83,1,108,40
2022-01-03,1,11,417.85,0,81,32
2022-01-03,1,12,113.58,0,54,28
2022-01-03,1,13,86.41,0,46,25
2022-01-03,1,14,480.8,0,58,29
2022-01-03,1,15,109.64,1,123,50
2022-01-03,1,16,192.89,1,100,40
2022-01-03,1,17,349.84,1,129,42
2022-01-03,1,18,483.4,0,109,30
2022-01-03,1,19,104.92,0,77,38
2022-01-03,1,20,97.55,0,62,37
2022-01-03,2,1,57.96,0,63,13
2022-01-03,2,2,401.34,0,54,25
2022-01-03,2,3,268.07,0,122,24
2022-01-03,2,4,157.63,1,73,33
2022-01-03,2,5,186.47,0,47,24
2022-01-03,2,6,153.0,0,92,21
2022-01-03,2,7,345.08,0,109,27
2022-01-03,2,8,137.58,0,55,29
2022-01-03,2,9,266.74,0,49,25
2022-01-03,2,10,237.27,0,63,23
2022-01-03,2,11,166.92,0,84,26
2022-01-03,2,12,195.58,0,103,31
2022-01-03,2,13,481.81,1,113,34
2022-01-03,2,14,274.7,0,105,31
2022-01-03,2,15,107.24,0,102,31
2022-01-03,2,16,226.58,1,105,44
2022-01-03,2,17,479.9,1,60,40
2022-01-03,2,18,84.39,1,77,48
2022-01-03,2,19,163.88,1,101,48
2022-01-03,2,20,252.56,0,107,39
2022-01-03,3,1,79.99,0,66,15
2022-01-03,3,2,249.47,1,53,26
2022-01-03,3,3,88.16,0,63,20
2022-01-03,3,4,66.01,0,62,23
2022-01-03,3,5,208.96,0,54,20
2022-01-03,3,6,402.73,1,95,25
2022-01-03,3,7,94.28,0,113,30
2022-01-03,3,8,87.18,0,56,29
2022-01-03,3,9,331.1,0,90,22
2022-01-03,3,10,167.32,0,86,26
2022-01-03,3,11,265.21,1,90,35
2022-01-03,3,12,490.99,0,65,33
2022-01-03,3,13,386.63,0,63,33
2022-01-03,3,14,99.86,0,73,36
2022-01-03,3,15,217.48,0,67,26
2022-01-03,3,16,467.74,0,89,26
2022-01-03,3,17,449.12,0,81,30
2022-01-03,3,18,445.67,0,71,40
2022-01-03,3,19,163.51,1,72,45
2022-01-03,3,20,301.02,0,86,44
2022-01-03,4,1,129.84,0,62,21
2022-01-03,4,2,377.58,0,42,21
2022-01-03,4,3,376.69,0,62,20
2022-01-03,4,4,379.76,1,93,31
2022-01-03,4,5,384.54,0,63,21
2022-01-03,4,6,443.0,0,70,26
2022-01-03,4,7,122.03,0,45,25
2022-01-03,4,8,446.65,0,50,27
2022-01-03,4,9,230.67,0,55,26
2022-01-03,4,10,416.8,0,77,31
2022-01-03,4,11,218.87,0,113,36
2022-01-03,4,12,385.58,0,74,41
2022-01-03,4,13,391.4,0,125,36
2022-01-03,4,14,498.35,1,67,44
2022-01-03,4,15,339.51,0,76,31
2022-01-03,4,16,235.68,0,77,37
2022-01-03,4,17,125.1,0,70,34
2022-01-03,4,18,266.44,0,65,32
2022-01-03,4,19,96.86,0,84,41
2022-01-03,4,20,412.25,0,85,35
2022-01-03,5,1,194.95,0,60,17
2022-01-03,5,2,403.2,0,73,23
2022-01-03,5,3,284.13,1,99,25
2022-01-03,5,4,217.14,0,88,22
2022-01-03,5,5,469.9,1,50,27
2022-01-03,5,6,130.21,0,67,33
2022-01-03,5,7,427.91,0,66,31
2022-01-03,5,8,304.5,0,49,20
2022-01-03,5,9,61.79,0,99,29
2022-01-03,5,10,166.68,1,95,30
2022-01-03,5,11,219.61,0,65,25
2022-01-03,5,12,267.34,0,109,20
2022-01-03,5,13,72.43,0,74,31
2022-01-03,5,14,56.03,0,73,30
2022-01-03,5,15,176.98,0,64,31
2022-01-03,5,16,172.38,0,105,32
2022-01-03,5,17,430.16,0,109,34
2022-01-03,5,18,328.86,0,112,36
2022-01-03,5,19,191.84,0,72,38
2022-01-03,5,20,348.71,0,79,40
2022-01-03,6,1,446.96,0,59,26
2022-01-03,6,2,491.58,0,108,20
2022-01-03,6,3,139.14,0,49,18
2022-01-03,6,4,101.34,0,103,34
2022-01-03,6,5,238.1,0,78,26
2022-01-03,6,6,101.65,0,71,24
2022-01-03,6,7,80.45,0,118,29
2022-01-03,6,8,431.11,0,128,35
2022-01-03,6,9,475.56,0,66,31
2022-01-03,6,10,342.94,0,129,34
2022-01-03,6,11,280.63,0,113,30
2022-01-03,6,12,273.77,0,89,38
2022-01-03,6,13,124.12,0,72,38
2022-01-03,6,14,445.02,0,64,31
2022-01-03,6,15,253.06,0,100,39
2022-01-03,6,16,97.46,0,107,36
2022-01-03,6,17,228.82,0,67,37
2022-01-03,6,18,285.5,0,78,35
2022-01-03,6,19,390.87,0,64,36
2022-01-03,6,20,461.79,0,97,36
2022-01-03,7,1,301.02,0,45,23
2022-01-03,7,2,125.98,1,76,24
2022-01-03,7,3,65.02,0,96,29
2022-01-03,7,4,248.15,0,110,21
2022-01-03,7,5,435.59,1,68,33
2022-01-03,7,6,268.41,1,71,31
2022-01-03,7,7,195.36,0,112,24
2022-01-03,7,8,287.33,0,74,30
2022-01-03,7,9,144.39,1,66,38
2022-01-03,7,10,293.36,1,117,38
2022-01-03,7,11,262.03,0,53,31
2022-01-03,7,12,286.45,1,86,46
2022-01-03,7,13,89.23,0,84,31
2022-01-03,7,14,252.66,0,118,41
2022-01-03,7,15,245.98,0,72,42
2022-01-03,7,16,164.29,1,100,48
2022-01-03,7,17,354.28,0,90,43
2022-01-03,7,18,125.21,0,74,35
2022-01-03,7,19,426.67,0,67,44
2022-01-03,7,20,146.99,1,80,46
2022-01-03,8,1,64.94,0,59,26
2022-01-03,8,2,154.74,1,51,23
2022-01-03,8,3,349.24,0,68,26
2022-01-03,8,4,225.39,0,89,24
2022-01-03,8,5,439.05,0,66,17
2022-01-03,8,6,265.58,1,81,37
2022-01-03,8,7,62.23,0,77,30
2022-01-03,8,8,483.26,0,115,33
2022-01-03,8,9,332.71,0,72,39
2022-01-03,8,10,104.11,0,88,33
2022-01-03,8,11,158.85,0,65,32
2022-01-03,8,12,183.76,0,110,32
2022-01-03,8,13,319.46,0,93,33
2022-01-03,8,14,331.78,1,83,48
2022-01-03,8,15,407.56,0,120,37
2022-01-03,8,16,308.01,0,76,36
2022-01-03,8,17,424.12,0,127,35
2022-01-03,8,18,351.14,1,135,51
2022-01-03,8,19,362.5,0,74,36
2022-01-03,8,20,249.52,1,92,52
2022-01-03,9,1,316.26,0,108,18
2022-01-03,9,2,155.38,0,121,26
2022-01-03,9,3,343.5,0,99,25
2022-01-03,9,4,171.03,1,91,34
2022-01-03,9,5,164.48,0,71,25
2022-01-03,9,6,174.57,0,103,19
2022-01-03,9,7,262.84,0,93,26
2022-01-03,9,8,143.15,0,71,39
2022-01-03,9,9,434.36,0,87,29
2022-01-03,9,10,307.42,1,124,43
2022-01-03,9,11,69.97,0,104,36
2022-01-03,9,12,101.23,0,102,32
2022-01-03,9,13,308.65,1,109,44
2022-01-03,9,14,225.44,0,72,34
2022-01-03,9,15,458.42,0,92,40
2022-01-03,9,16,479.78,1,142,54
2022-01-03,9,17,336.38,0,77,40
2022-01-03,9,18,222.73,0,93,38
2022-01-03,9,19,104.46,0,143,48
2022-01-03,9,20,209.65,0,99,41
2022-01-03,10,1,340.74,0,122,26
2022-01-03,10,2,336.24,0,117,25
2022-01-03,10,3,443.16,0,43,22
2022-01-03,10,4,423.06,0,86,27
2022-01-03,10,5,362.7,1,98,24
2022-01-03,10,6,69.68,0,115,34
2022-01-03,10,7,204.43,0,80,33
2022-01-03,10,8,433.33,0,90,35
2022-01-03,10,9,173.92,0,114,35
2022-01-03,10,10,222.91,0,116,30
2022-01-03,10,11,462.49,1,102,35
2022-01-03,10,12,216.52,0,84,32
2022-01-03,10,13,280.26,0,94,38
2022-01-03,10,14,205.64,1,81,42
2022-01-03,10,15,282.76,0,73,43
2022-01-03,10,16,354.7,0,125,37
2022-01-03,10,17,428.78,0,96,46
2022-01-03,10,18,113.25,0,137,49
2022-01-03,10,19,489.85,0,83,38
2022-01-03,10,20,63.93,0,127,44
2022-01-04,1,1,227.95,0,64,15
2022-01-04,1,2,425.97,0,74,18
2022-01-04,1,3,191.29,1,119,27
2022-01-04,1,4,179.78,1,97,31
2022-01-04,1,5,63.92,0,54,22
2022-01-04,1,6,392.86,0,95,25
2022-01-04,1,7,422.07,0,86,21
2022-01-04,1,8,155.77,0,57,27
2022-01-04,1,9,206.27,0,54,22
2022-01-04,1,10,270.0,0,98,28
2022-01-04,1,11,380.56,0,67,24
2022-01-04,1,12,140.59,0,51,24
2022-01-04,1,13,264.0,0,107,24
2022-01-04,1,14,319.6,0,105,32
2022-01-04,1,15,441.49,0,57,33
2022-01-04,1,16,174.1,0,96,31
2022-01-04,1,17,486.32,0,105,34
2022-01-04,1,18,314.93,1,140,46
2022-01-04,1,19,392.81,0,106,36
2022-01-04,1,20,255.19,1,106,36
2022-01-04,2,1,316.13,0,111,19
2022-01-04,2,2,51.43,0,117,26
2022-01-04,2,3,447.56,0,103,23
2022-01-04,2,4,58.6,1,57,16
2022-01-04,2,5,375.22,0,60,20
2022-01-04,2,6,412.0,0,69,26
2022-01-04,2,7,287.86,0,80,24
2022-01-04,2,8,114.28,0,51,24
2022-01-04,2,9,346.34,0,114,29
2022-01-04,2,10,229.6,0,82,29
2022-01-04,2,11,233.39,0,117,26
2022-01-04,2,12,413.71,0,93,29
2022-01-04,2,13,52.74,0,81,28
2022-01-04,2,14,368.19,0,112,33
2022-01-04,2,15,369.55,0,81,28
2022-01-04,2,16,411.57,0,133,36
2022-01-04,2,17,169.78,0,93,35
2022-01-04,2,18,338.21,0,106,34
2022-01-04,2,19,146.58,0,92,42
2022-01-04,2,20,276.39,1,126,45
2022-01-04,3,1,419.64,0,61,28
2022-01-04,3,2,155.59,0,96,24
2022-01-04,3,3,298.63,1,49,22
2022-01-04,3,4,273.51,0,120,23
2022-01-04,3,5,420.7,1,94,26
2022-01-04,3,6,50.06,0,73,28
2022-01-04,3,7,317.07,0,53,26
2022-01-04,3,8,161.07,0,113,30
2022-01-04,3,9,95.85,0,68,22
2022-01-04,3,10,307.31,1,66,32
2022-01-04,3,11,240.07,1,109,39
2022-01-04,3,12,359.16,0,78,30
2022-01-04,3,13,334.72,0,65,33
2022-01-04,3,14,175.3,0,59,29
2022-01-04,3,15,366.14,1,70,39
2022-01-04,3,16,97.16,1,108,41
2022-01-04,3,17,439.62,0,128,31
2022-01-04,3,18,51.3,0,126,36
2022-01-04,3,19,237.43,0,73,38
2022-01-04,3,20,441.39,0,112,39
2022-01-04,4,1,147.08,1,82,29
2022-01-04,4,2,468.86,0,82,27
2022-01-04,4,3,192.03,0,90,17
2022-01-04,4,4,450.6,0,62,30
